Rank(P),Point,Rank(C),Cristal,Name,Server,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S1 Od,S2 Od,S3 Od,S4 Od,S5 Od,S6 Od,S7 Od,S8 Od,S9 Od,S10 Od,S11 Od,S12 Od,S13 Od,S14 Od,S15 Od,S16 Od,S17 Od,S18 Od,S19 Od,S20 Od,이전 아이디,비고,여단,SRP,SRC
737,2,801,"2,500",오메지림,카먼,원더,원더,원더,원더,128,원더,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,106,-,-,-,-,-,-,-,-,,,,,,,,,,랑갤럼,111,118
851,1,801,"2,500",효라딘,노센레이어,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,244,-,,,,,,,,,,랑린이,75,73
851,1,801,"2,500",구르믈따라서,리그리아,원더,원더,원더,원더,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,243,-,-,-,-,-,,,,,,,,,,메이저,21,20
851,1,801,"2,500",쓰르라미,레이갈드,-,-,실3,골3,골2,원더,원더,원더,원더,원더,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,246,-,-,,,,,,,,,,미시인사이드,76,72
851,1,801,"2,500",7052,레이갈드,골3,골3,골2,골3,골3,골2,골2,골3,골3,골2,골2,골2,골2,골2,골1,골1,골2,골2,256,-,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,,,,미시인사이드,76,72
851,1,801,"2,500",피스크래프트,레이갈드,-,-,-,-,-,-,-,-,실3,골3,골2,골1,원더,원더,원더,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,,,,어피스,76,72
737,2,801,"2,500",아니에스,티스라오,골2,128,원더,원더,원더,원더,원더,원더,원더,원더,원더,-,-,-,-,-,-,-,-,-,-,102,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"A n g eI, 린, 아니에스",,여고생,254,278
737,2,801,"2,500",탐라국새신랑,티스라오,골3,골2,골3,128,원더,원더,원더,원더,골1,골1,골1,-,-,-,-,-,-,-,-,-,-,-,-,111,-,-,-,-,-,-,-,-,-,,,,,,,,"관악구존버맨, 탐라국존버맨, 탐라국새신랑",,질풍,254,278
851,1,801,"2,500",정병,티스라오,-,-,-,-,-,-,-,-,-,-,-,-,-,-,브2,브2,실2,실3,골3,256,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,256,,,카콘시스,298,278
851,1,801,"2,500",Lavender,티스라오,-,-,-,-,-,-,실3,골2,골2,원더,원더,원더,골1,골2,골2,원더,원더,256,-,-,-,-,-,-,-,244,-,-,-,,-,-,-,,,,,,,,,,카콘시스,298,278
851,1,801,"2,500",헥토파스칼킥,카먼,골3,골3,골2,골2,원더,골1,골2,골1,원더,원더,골3,골2,골2,골1,원더,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,,,,,ssr잘뜸,125,118
737,2,801,"2,500",테라녹스,티스라오,골3,골1,골1,골3,골3,골2,골2,골3,골3,골3,골3,골2,골2,골2,원더,원더,256,-,-,-,-,-,225,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,254,278
737,2,801,"2,500",팔뜨게,라카스,실1,골3,골3,골2,골3,골3,골1,원더,골2,골1,원더,골1,골1,골1,원더,원더,256,-,-,-,-,-,225,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,15,19
737,2,801,"2,500",핫초코,보르스레누,-,-,-,-,-,-,-,-,-,브3,골3,골2,골2,-,원더,골3,256,-,-,-,-,-,-,-,-,244,-,-,-,,-,-,-,,,,,,,,,,,11,11
737,2,801,"2,500",AkazeOTK,보르스레누,-,-,-,-,-,-,-,-,실3,실2,골2,골2,골1,원더,원더,원더,256,-,-,-,-,-,225,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,11,11
737,2,801,"2,500",MSYC,티스라오,-,실3,-,-,실3,골3,골3,골3,골2,골2,골2,골3,골3,골1,골1,원더,256,-,-,-,-,-,-,-,-,244,-,-,-,,-,-,-,,,,,,,,,,,254,278
737,2,801,"2,500",Sin,티스라오,골3,골3,골3,골1,골3,-,-,-,-,-,-,-,골2,골2,골1,원더,256,-,-,-,-,-,225,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,254,278
737,2,801,"2,500",Surtr,티스라오,원더,128,원더,골2,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,펭귄대장,,,254,278
737,2,801,"2,500",solidi,티스라오,원더,128,원더,-,-,골3,골3,원더,골1,골2,-,-,-,-,-,-,-,-,-,-,-,85,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"아이맥, solidi",,,254,278
737,2,801,"2,500",루나제나,발디아,원더,128,골1,골2,원더,원더,골2,원더,골1,원더,골3,-,-,-,-,-,-,-,-,-,-,96,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,32,35
737,2,801,"2,500",크로바,티스라오,실1,128,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,254,278
737,2,801,"2,500",슈하M077Tp,성검,원더,128,골2,골3,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,슈하,,,30,33
737,2,801,"2,500",키,카먼,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,109,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,111,118
737,2,801,"2,500",키위이,티스라오,원더,128,골3,골3,골3,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"별고기, 키위이",,,254,278
737,2,801,"2,500",봉봉따리,카먼,골3,128,원더,골3,실1,-,-,-,골3,원더,골1,-,-,-,-,-,-,-,-,-,-,118,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"Arthas, 봉봉따리",,,111,118
737,2,801,"2,500",데일리반찬가게,티스라오,골2,128,골2,원더,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"쿠로다, 나자릭지하대분묘, 데일리반찬가게",,,254,278
737,2,801,"2,500",개팬다,발디아,원더,원더,원더,원더,128,원더,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,108,-,-,-,-,-,-,-,-,,,,,,,,,,,32,35
737,2,801,"2,500",구준,벨제리아,128,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,36,39
737,2,801,"2,500",기습거세꾼,티스라오,128,원더,원더,원더,골2,골2,골2,골2,골2,골2,실2,-,-,-,-,-,-,-,-,-,128,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,254,278
737,2,801,"2,500",김쬬,티스라오,128,원더,원더,원더,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"린드, 젠, 쥬시베리, 김쬬",,,254,278
737,2,801,"2,500",김핑크,티스라오,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,254,278
737,2,801,"2,500",다린아롱,노센레이어,원더,골1,원더,원더,원더,128,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,102,-,-,-,-,-,-,-,,,,,,,,,,,69,73
737,2,801,"2,500",당신,카먼,원더,원더,128,원더,원더,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,111,118
737,2,801,"2,500",마적,노센레이어,128,원더,실1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,111,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"Death마적, 마적",,,69,73
737,2,801,"2,500",벽 느꼇던 사람,레이갈드,골1,원더,골2,원더,128,원더,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103,-,-,-,-,-,-,-,-,,,,,,,,"설영, 야마부키 사이야",,,66,72
737,2,801,"2,500",세리아DmvNe,성검,골3,원더,128,원더,실1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-,-,-,-,-,,,,,,,,세리아,,,30,33
737,2,801,"2,500",스봉구,레이갈드,골2,골1,원더,원더,128,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,-,-,-,-,-,-,-,-,128,-,-,-,-,-,-,-,-,,,,,,,,,,,66,72
737,2,801,"2,500",스카카,티스라오,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,254,278
737,2,801,"2,500",약점노출,카먼,128,원더,원더,원더,골1,원더,원더,원더,원더,원더,-,골3,골3,골2,골2,골1,-,-,-,-,67,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"노으리, UCL 시티, 솔벤하임, 약점노출, 로버트하셀3세",,,111,118
737,2,801,"2,500",양토벤,벨제리아,128,원더,골2,골1,원더,골2,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,118,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"l일섬l, 양토벤",,,36,39
737,2,801,"2,500",오지맨디아스,티스라오,원더,원더,원더,128,원더,원더,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89,-,-,-,-,-,-,-,-,-,,,,,,,,,,,254,278
737,2,801,"2,500",웨탐폭사,티스라오,128,원더,원더,원더,골1,골1,원더,원더,원더,원더,골3,-,-,-,-,-,-,-,-,-,76,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"돌크리트, 웨템폭사",,,254,278
737,2,801,"2,500",이냐시오,티스라오,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,254,278
737,2,801,"2,500",지애지애,레이갈드,128,골1,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,106,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,66,72
737,2,801,"2,500",진윤,리그리아,128,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,20,20
737,2,801,"2,500",쿠크란,칼자스,원더,원더,128,골1,골1,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,35,38
737,2,801,"2,500",탱탱한발가스,벨제리아,128,원더,-,-,-,-,골1,골3,골1,골1,-,-,-,-,-,-,-,-,-,-,109,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"흐으음, 랑린랑린, 탱탱한 발가스, 탱탱한발가스",,,36,39
737,2,801,"2,500",피니언,카먼,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,111,118
737,2,801,"2,500",홈매트,티스라오,128,원더,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,254,278
737,2,801,"2,500",히이로 유이,레이갈드,128,원더,원더,골2,골1,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,127,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,66,72
737,2,801,"2,500",alpha71d,성검,128,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,alpha,,,30,33
737,2,801,"2,500",fizz,카먼,128,원더,원더,골3,골3,골3,골1,골2,-,-,-,-,-,-,-,-,-,-,-,-,125,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"피즈, fizz",,,111,118
737,2,801,"2,500",Harshman,벨제리아,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,36,39
737,2,801,"2,500",pq9gPtKd,티스라오,128,골3,원더,원더,골3,골3,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,102,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"극한마궁, 에미리, 우라메시 유스케",,,254,278
737,2,801,"2,500",zasf,티스라오,128,-,-,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"천공의 궤적, Angelina, 1324321, zasf",,,254,278
851,1,801,"2,500",가넷크로우,티스라오,원더,원더,원더,원더,-,원더,원더,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142,-,-,,,,,,,,,,,298,278
851,1,801,"2,500",거친들짐승,보르스레누,-,-,-,-,-,-,-,-,골3,골2,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138,-,,,,,,,,,,,13,11
851,1,801,"2,500",검은설,성검,-,-,-,골2,골1,골1,원더,골1,원더,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155,-,-,-,,,,,,,,,,,37,33
851,1,801,"2,500",똥디니,카콘시스,실3,골3,골1,원더,골2,원더,원더,원더,원더,256,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,186,-,-,-,,,,,,,,,,,10,10
851,1,801,"2,500",아맘개,벨제리아,실3,골3,골3,골2,골2,원더,골3,원더,-,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,162,-,,,,,,,,,,,43,39
851,1,801,"2,500",악의공룡둘리,카먼,실3,골3,골1,골1,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,208,-,-,-,-,-,,,,,,,,,,,125,118
851,1,801,"2,500",안린이,발디아,골3,골2,골2,골3,원더,원더,골3,원더,원더,골1,골1,원더,원더,원더,골1,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,37,35
851,1,801,"2,500",않이,티스라오,골3,실1,원더,골3,골2,골3,골3,원더,원더,256,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133,-,-,-,,,,,,,,,,,298,278
851,1,801,"2,500",야마 도라,티스라오,실3,골3,골3,골3,골1,골1,골1,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146,-,-,,,,,,,,,,,298,278
851,1,801,"2,500",엑셀,이리스,-,-,-,-,-,-,-,-,-,골3,골3,골2,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,140,,,,,,,,,,,9,9
851,1,801,"2,500",윤케,리그리아,골3,골3,골1,원더,골2,골3,원더,골3,골1,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,205,,,,,,,,"을꾸꾸, 윤케",,,21,20
851,1,801,"2,500",임대인,티스라오,-,-,-,-,브3,실1,골3,골2,원더,256,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,151,-,-,-,,,,,,,,,,,298,278
851,1,801,"2,500",장밋빛인생,카먼,골2,골2,골2,원더,원더,원더,원더,원더,원더,원더,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,161,-,-,,,,,,,,,,,125,118
851,1,801,"2,500",질투와 집착,레이갈드,-,실1,골3,골3,원더,원더,원더,원더,원더,원더,원더,원더,골3,골3,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"뉴진숙, 질투와 집착",,,76,72
851,1,801,"2,500",천공의 궤적,카콘시스,골2,골3,골2,골1,원더,원더,원더,원더,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130,-,,,,,,,,,,,10,10
851,1,801,"2,500",하트시커,티스라오,실3,골2,원더,골2,골2,원더,원더,골3,원더,골3,골1,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,221,-,,,,,,,,,,,298,278
851,1,801,"2,500",흰우유,티스라오,실3,-,실1,골3,골2,골2,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,193,-,-,-,-,,,,,,,,"상하목장멸균우유, 흰우유",,,298,278
851,1,801,"2,500",힐줘,보르스레누,-,-,-,-,-,-,브3,골1,골3,원더,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163,-,-,,,,,,,,"검식아 방송켜라, 힐줘",,,13,11
851,1,801,"2,500",DISTILL,엘스리드,-,실2,골3,골2,원더,원더,원더,원더,원더,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156,-,-,-,,,,,,,,,,,8,8
851,1,801,"2,500",Dyn,칼자스,골3,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,184,,,,,,,,,,,39,38
851,1,801,"2,500",HoT,이스카노,브2,실1,원더,원더,원더,원더,골2,골1,골1,골2,골2,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,151,,,,,,,,,,,9,8
851,1,801,"2,500",JACK,노센레이어,골3,골3,골3,골3,골3,골3,골2,골2,골2,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,206,-,-,-,,,,,,,,,,,75,73
851,1,801,"2,500",LuciRis,보르스레누,-,-,-,-,-,-,골3,골1,골1,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198,-,,,,,,,,"Shoultz, LuciRis",,,13,11
851,1,801,"2,500",たんじろう,다르시스,-,실2,원더,골2,-,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,213,-,-,-,-,,,,,,,,Elma,탄지로,,5,5
851,1,900,"2,000",틀디우스,카먼,원더,256,원더,원더,원더,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,218,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"나루토, 틀디우스, 7성 란디우스",,다람쥐,125,129
851,1,900,"2,000",애무부장관,티스라오,256,골3,-,원더,원더,골2,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,157,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"액어, 애무부장관, 액꿀",,랑그리스,298,311
851,1,900,"2,000",이터널드림,티스라오,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,298,311
851,1,900,"2,000",미증유,이스카노,원더,256,원더,골2,-,골2,-,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,136,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,9,10
851,1,900,"2,000",궤 적,카먼,원더,256,골3,원더,골2,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"궤 적, UCL 궤적",,,125,129
851,1,900,"2,000",쭉쭉달려라,칼자스,원더,256,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,140,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,39,40
851,1,900,"2,000",능금공작,레이갈드,원더,256,원더,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,76,82
851,1,900,"2,000",쟤한테쳐맞았쪄,칼자스,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,바코드>바코드다,,,39,40
851,1,900,"2,000",냐삐,티스라오,원더,256,원더,골1,원더,골1,골2,골2,골2,골3,골3,-,-,-,-,-,-,-,-,-,-,155,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,298,311
851,1,900,"2,000",Pnix로리에르,노센레이어,골2,256,원더,골3,골3,원더,골2,원더,골2,-,-,-,-,-,-,-,-,-,-,-,-,167,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,75,78
851,1,900,"2,000",하즈나르,칼자스,골3,256,원더,원더,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,171,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,39,40
851,1,900,"2,000",o네사o,칼자스,원더,256,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,174,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"음악, 민뚜, o네사o",,,39,40
851,1,900,"2,000",상콤한인생,티스라오,골1,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,176,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,298,311
851,1,900,"2,000",쿠쿠쿵쾅,티스라오,원더,256,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,178,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,쿠쿠쾅쾅,,,298,311
851,1,900,"2,000",이불밖은 위험해,리그리아,원더,256,골1,원더,원더,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,186,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"아세루스, 이불밖은 위험해",,,21,23
851,1,900,"2,000",딱딱한복숭아,이스카노,원더,256,실1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,199,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"깡패, Baam, 딱딱한복숭아",,,9,10
851,1,900,"2,000",Meeni,티스라오,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,210,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,298,311
851,1,900,"2,000",츠저씨,티스라오,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,217,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,298,311
851,1,900,"2,000",딸기모히또,칼자스,원더,256,-,-,-,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,222,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"딸기모히또, 딸기모찌4",,,39,40
851,1,900,"2,000",나만고양이없어,레이갈드,원더,256,원더,골3,골1,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,233,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"랙돌, 나만고양이없어",,,76,82
851,1,900,"2,000",공백닉22,카먼,원더,256,골1,골1,골1,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,234,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"로리이리야, 일모찌, 공백닉22",,,125,129
851,1,900,"2,000",화력,빛의후예,원더,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,235,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,7,7
851,1,900,"2,000",일루젼쓰,카먼,원더,256,원더,골2,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,246,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,125,129
851,1,900,"2,000",마이야,성검,원더,256,원더,원더,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,252,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"루다, 마이야",,,37,39
851,1,900,"2,000",캐스만,카먼,원더,256,원더,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,254,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,125,129
851,1,900,"2,000",감자고구마,노센레이어,골2,원더,256,원더,원더,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,216,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,75,78
851,1,900,"2,000",갓갓갓의갓갓갓갓,티스라오,256,원더,골3,골3,골1,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,298,311
851,1,900,"2,000",건잘레스,칼자스,256,원더,원더,골1,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"안지은, 건잘레스",,,39,40
851,1,900,"2,000",김크림IcsNw,레이갈드,256,원더,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,188,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"무, 김크림, 김크림IcsNw",,,76,82
851,1,900,"2,000",김티키,레이갈드,256,원더,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,195,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,76,82
851,1,900,"2,000",노쓰13,티스라오,골2,골2,골3,골1,256,원더,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153,-,-,-,-,-,-,-,-,,,,,,,,,,,298,311
851,1,900,"2,000",뇽웅,벨제리아,골3,골1,원더,원더,원더,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,166,-,-,-,-,-,-,-,,,,,,,,,,,43,45
851,1,900,"2,000",런앤건,카먼,골2,골2,원더,원더,256,골3,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,189,-,-,-,-,-,-,-,-,,,,,,,,,,,125,129
851,1,900,"2,000",럼비아,카먼,-,골2,골3,256,원더,원더,원더,골3,원더,원더,골3,-,-,-,-,-,-,-,-,-,-,-,-,227,-,-,-,-,-,-,-,-,-,,,,,,,,"Rosa, 봄가을냥, 티피, 럼비아",,,125,129
851,1,900,"2,000",레나타,칼자스,원더,원더,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,151,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,39,40
851,1,900,"2,000",로빈진욱,발디아,원더,골1,원더,256,원더,원더,골1,골1,원더,원더,골3,-,-,-,-,-,-,-,-,-,-,-,-,148,-,-,-,-,-,-,-,-,-,,,,,,,,,,,37,39
851,1,900,"2,000",루나더파이널,티스라오,256,골2,원더,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,298,311
851,1,900,"2,000",린디르,노센레이어,원더,원더,256,원더,원더,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,75,78
851,1,900,"2,000",마린보이,노센레이어,256,원더,-,-,골3,-,-,브1,-,-,-,-,-,-,-,-,-,-,-,-,236,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,"고양이이야기, 신조협려s, 마린보이",,,75,78
851,1,900,"2,000",맥구,칼자스,256,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,186,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,39,40
851,1,900,"2,000",무등산호랑이,리그리아,256,원더,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,231,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,21,23
851,1,900,"2,000",바사라단,노센레이어,256,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,75,78
